label,source_folder,video_name,npz_name,total_frames,detected_frames,detection_ratio,status
U,U,U_0010.avi,U_0010.npz,121,121,1.0000,good
U,U,U_0011.avi,U_0011.npz,119,119,1.0000,good
U,U,U_0012.avi,U_0012.npz,121,121,1.0000,good
U,U,U_0013.avi,U_0013.npz,122,122,1.0000,good
U,U,U_0014.avi,U_0014.npz,122,122,1.0000,good
U,U,U_0015.avi,U_0015.npz,120,120,1.0000,good
U,U,U_0016.avi,U_0016.npz,121,121,1.0000,good
U,U,U_0017.avi,U_0017.npz,121,121,1.0000,good
U,U,U_0018.avi,U_0018.npz,120,120,1.0000,good
U,U,U_0019.avi,U_0019.npz,122,122,1.0000,good
U,U,U_0020.avi,U_0020.npz,122,122,1.0000,good
U,U,U_0021.avi,U_0021.npz,121,121,1.0000,good
U,U,U_0022.avi,U_0022.npz,121,121,1.0000,good
U,U,U_0023.avi,U_0023.npz,121,115,0.9504,good
U,U,U_0024.avi,U_0024.npz,121,120,0.9917,good
U,U,U_0025.avi,U_0025.npz,121,121,1.0000,good
U,U,U_0026.avi,U_0026.npz,121,121,1.0000,good
U,U,U_0027.avi,U_0027.npz,121,121,1.0000,good
U,U,U_0028.avi,U_0028.npz,121,121,1.0000,good
U,U,U_0029.avi,U_0029.npz,121,121,1.0000,good
U,U,U_0030.avi,U_0030.npz,121,121,1.0000,good
U,U,U_0031.avi,U_0031.npz,121,120,0.9917,good
U,U,U_0032.avi,U_0032.npz,121,121,1.0000,good
U,U,U_0033.avi,U_0033.npz,121,121,1.0000,good
U,U,U_0034.avi,U_0034.npz,121,121,1.0000,good
U,U,U_0035.avi,U_0035.npz,121,121,1.0000,good
U,U,U_0036.avi,U_0036.npz,121,121,1.0000,good
U,U,U_0037.avi,U_0037.npz,121,121,1.0000,good
U,U,U_0038.avi,U_0038.npz,121,121,1.0000,good
U,U,U_0039.avi,U_0039.npz,121,121,1.0000,good
U,U,U_0040.avi,U_0040.npz,121,121,1.0000,good
U,U,U_0041.avi,U_0041.npz,121,121,1.0000,good
U,U,U_0042.avi,U_0042.npz,121,121,1.0000,good
U,U,U_0043.avi,U_0043.npz,120,120,1.0000,good
U,U,U_0044.avi,U_0044.npz,121,121,1.0000,good
U,U,U_0045.avi,U_0045.npz,121,121,1.0000,good
U,U,U_0046.avi,U_0046.npz,121,121,1.0000,good
U,U,U_0047.avi,U_0047.npz,122,122,1.0000,good
U,U,U_0048.avi,U_0048.npz,122,122,1.0000,good
U,U,U_0049.avi,U_0049.npz,122,122,1.0000,good
U,U,U_0050.avi,U_0050.npz,121,121,1.0000,good
U,U,U_0051.avi,U_0051.npz,122,122,1.0000,good
U,U,U_0052.avi,U_0052.npz,121,121,1.0000,good
U,U,U_0053.avi,U_0053.npz,122,122,1.0000,good
U,U,U_0054.avi,U_0054.npz,121,121,1.0000,good
U,U,U_0055.avi,U_0055.npz,122,122,1.0000,good
U,U,U_0056.avi,U_0056.npz,122,122,1.0000,good
U,U,U_0057.avi,U_0057.npz,121,121,1.0000,good
U,U,U_0058.avi,U_0058.npz,120,120,1.0000,good
U,U,U_0059.avi,U_0059.npz,122,122,1.0000,good
U,U,U_0060.avi,U_0060.npz,122,122,1.0000,good
U,U,U_0061.avi,U_0061.npz,121,120,0.9917,good
U,U,U_0062.avi,U_0062.npz,121,121,1.0000,good
U,U,U_0063.avi,U_0063.npz,121,121,1.0000,good
U,U,U_0064.avi,U_0064.npz,120,117,0.9750,good
U,U,U_0065.avi,U_0065.npz,121,121,1.0000,good
U,U,U_0066.avi,U_0066.npz,121,121,1.0000,good
U,U,U_0067.avi,U_0067.npz,122,122,1.0000,good
U,U,U_0068.avi,U_0068.npz,120,120,1.0000,good
U,U,U_0069.avi,U_0069.npz,120,120,1.0000,good
U,U,U_0070.avi,U_0070.npz,121,121,1.0000,good
U,U,U_0071.avi,U_0071.npz,120,120,1.0000,good
U,U,U_0072.avi,U_0072.npz,121,121,1.0000,good
U,U,U_0073.avi,U_0073.npz,121,121,1.0000,good
U,U,U_0074.avi,U_0074.npz,121,121,1.0000,good
U,U,U_0075.avi,U_0075.npz,121,121,1.0000,good
U,U,U_0076.avi,U_0076.npz,121,121,1.0000,good
U,U,U_0077.avi,U_0077.npz,121,121,1.0000,good
U,U,U_0078.avi,U_0078.npz,121,121,1.0000,good
U,U,U_0079.avi,U_0079.npz,121,121,1.0000,good
U,U,U_0080.avi,U_0080.npz,121,121,1.0000,good
U,U,U_0081.avi,U_0081.npz,121,121,1.0000,good
U,U,U_0082.avi,U_0082.npz,121,121,1.0000,good
U,U,U_0083.avi,U_0083.npz,121,121,1.0000,good
U,U,U_0084.avi,U_0084.npz,121,121,1.0000,good
U,U,U_0085.avi,U_0085.npz,121,121,1.0000,good
U,U,U_0086.avi,U_0086.npz,121,121,1.0000,good
U,U,U_0087.avi,U_0087.npz,121,121,1.0000,good
U,U,U_0088.avi,U_0088.npz,121,121,1.0000,good
U,U,U_0089.avi,U_0089.npz,121,121,1.0000,good
U,U,U_0090.avi,U_0090.npz,121,121,1.0000,good
U,U,U_0091.avi,U_0091.npz,122,122,1.0000,good
U,U,U_0092.avi,U_0092.npz,120,120,1.0000,good
U,U,U_0093.avi,U_0093.npz,121,121,1.0000,good
U,U,U_0094.avi,U_0094.npz,121,121,1.0000,good
U,U,U_0095.avi,U_0095.npz,121,121,1.0000,good
U,U,U_0096.avi,U_0096.npz,121,121,1.0000,good
U,U,U_0097.avi,U_0097.npz,121,121,1.0000,good
U,U,U_0098.avi,U_0098.npz,121,121,1.0000,good
U,U,U_0099.avi,U_0099.npz,121,121,1.0000,good
U,U,U_0100.avi,U_0100.npz,121,121,1.0000,good
U,U,U_0101.avi,U_0101.npz,121,121,1.0000,good
U,U,U_0102.avi,U_0102.npz,121,121,1.0000,good
U,U,U_0103.avi,U_0103.npz,120,120,1.0000,good
U,U,U_0104.avi,U_0104.npz,121,121,1.0000,good
U,U,U_0105.avi,U_0105.npz,121,121,1.0000,good
U,U,U_0106.avi,U_0106.npz,121,121,1.0000,good
U,U,U_0107.avi,U_0107.npz,121,121,1.0000,good
U,U,U_0108.avi,U_0108.npz,122,122,1.0000,good
U,U,U_0109.avi,U_0109.npz,121,121,1.0000,good
U,U,U_0110.avi,U_0110.npz,121,121,1.0000,good
U,U,U_0111.avi,U_0111.npz,121,121,1.0000,good
U,U,U_0112.avi,U_0112.npz,121,121,1.0000,good
U,U,U_0113.avi,U_0113.npz,121,121,1.0000,good
U,U,U_0114.avi,U_0114.npz,121,121,1.0000,good
U,U,U_0115.avi,U_0115.npz,121,121,1.0000,good
U,U,U_0116.avi,U_0116.npz,121,121,1.0000,good
U,U,U_0117.avi,U_0117.npz,121,121,1.0000,good
U,U,U_0118.avi,U_0118.npz,121,121,1.0000,good
U,U,U_0119.avi,U_0119.npz,121,121,1.0000,good
U,U,U_0120.avi,U_0120.npz,121,121,1.0000,good
labdien,labdien_new,labdien_0001.avi,labdien_0001.npz,75,75,1.0000,good
labdien,labdien_new,labdien_0002.avi,labdien_0002.npz,80,80,1.0000,good
labdien,labdien_new,labdien_0003.avi,labdien_0003.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0004.avi,labdien_0004.npz,64,64,1.0000,good
labdien,labdien_new,labdien_0005.avi,labdien_0005.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0006.avi,labdien_0006.npz,72,72,1.0000,good
labdien,labdien_new,labdien_0007.avi,labdien_0007.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0008.avi,labdien_0008.npz,62,62,1.0000,good
labdien,labdien_new,labdien_0009.avi,labdien_0009.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0010.avi,labdien_0010.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0011.avi,labdien_0011.npz,64,63,0.9844,good
labdien,labdien_new,labdien_0012.avi,labdien_0012.npz,78,78,1.0000,good
labdien,labdien_new,labdien_0013.avi,labdien_0013.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0014.avi,labdien_0014.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0015.avi,labdien_0015.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0016.avi,labdien_0016.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0017.avi,labdien_0017.npz,80,80,1.0000,good
labdien,labdien_new,labdien_0018.avi,labdien_0018.npz,85,85,1.0000,good
labdien,labdien_new,labdien_0019.avi,labdien_0019.npz,87,87,1.0000,good
labdien,labdien_new,labdien_0020.avi,labdien_0020.npz,92,92,1.0000,good
labdien,labdien_new,labdien_0021.avi,labdien_0021.npz,66,66,1.0000,good
labdien,labdien_new,labdien_0022.avi,labdien_0022.npz,65,65,1.0000,good
labdien,labdien_new,labdien_0023.avi,labdien_0023.npz,61,61,1.0000,good
labdien,labdien_new,labdien_0024.avi,labdien_0024.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0025.avi,labdien_0025.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0026.avi,labdien_0026.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0027.avi,labdien_0027.npz,66,66,1.0000,good
labdien,labdien_new,labdien_0028.avi,labdien_0028.npz,67,67,1.0000,good
labdien,labdien_new,labdien_0029.avi,labdien_0029.npz,70,70,1.0000,good
labdien,labdien_new,labdien_0030.avi,labdien_0030.npz,57,57,1.0000,good
labdien,labdien_new,labdien_0031.avi,labdien_0031.npz,64,64,1.0000,good
labdien,labdien_new,labdien_0032.avi,labdien_0032.npz,66,66,1.0000,good
labdien,labdien_new,labdien_0033.avi,labdien_0033.npz,64,64,1.0000,good
labdien,labdien_new,labdien_0034.avi,labdien_0034.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0035.avi,labdien_0035.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0036.avi,labdien_0036.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0037.avi,labdien_0037.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0038.avi,labdien_0038.npz,76,76,1.0000,good
labdien,labdien_new,labdien_0039.avi,labdien_0039.npz,65,65,1.0000,good
labdien,labdien_new,labdien_0040.avi,labdien_0040.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0041.avi,labdien_0041.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0042.avi,labdien_0042.npz,92,92,1.0000,good
labdien,labdien_new,labdien_0043.avi,labdien_0043.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0044.avi,labdien_0044.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0045.avi,labdien_0045.npz,80,80,1.0000,good
labdien,labdien_new,labdien_0046.avi,labdien_0046.npz,88,88,1.0000,good
labdien,labdien_new,labdien_0047.avi,labdien_0047.npz,72,72,1.0000,good
labdien,labdien_new,labdien_0048.avi,labdien_0048.npz,88,88,1.0000,good
labdien,labdien_new,labdien_0049.avi,labdien_0049.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0050.avi,labdien_0050.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0051.avi,labdien_0051.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0052.avi,labdien_0052.npz,72,72,1.0000,good
labdien,labdien_new,labdien_0053.avi,labdien_0053.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0054.avi,labdien_0054.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0055.avi,labdien_0055.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0056.avi,labdien_0056.npz,67,67,1.0000,good
labdien,labdien_new,labdien_0057.avi,labdien_0057.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0058.avi,labdien_0058.npz,70,70,1.0000,good
labdien,labdien_new,labdien_0059.avi,labdien_0059.npz,64,64,1.0000,good
labdien,labdien_new,labdien_0060.avi,labdien_0060.npz,82,82,1.0000,good
labdien,labdien_new,labdien_0061.avi,labdien_0061.npz,62,62,1.0000,good
labdien,labdien_new,labdien_0062.avi,labdien_0062.npz,72,72,1.0000,good
labdien,labdien_new,labdien_0063.avi,labdien_0063.npz,85,85,1.0000,good
labdien,labdien_new,labdien_0064.avi,labdien_0064.npz,78,78,1.0000,good
labdien,labdien_new,labdien_0065.avi,labdien_0065.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0066.avi,labdien_0066.npz,68,68,1.0000,good
labdien,labdien_new,labdien_0067.avi,labdien_0067.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0068.avi,labdien_0068.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0069.avi,labdien_0069.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0070.avi,labdien_0070.npz,75,75,1.0000,good
labdien,labdien_new,labdien_0071.avi,labdien_0071.npz,75,75,1.0000,good
labdien,labdien_new,labdien_0072.avi,labdien_0072.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0073.avi,labdien_0073.npz,75,75,1.0000,good
labdien,labdien_new,labdien_0074.avi,labdien_0074.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0075.avi,labdien_0075.npz,76,76,1.0000,good
labdien,labdien_new,labdien_0076.avi,labdien_0076.npz,82,82,1.0000,good
labdien,labdien_new,labdien_0077.avi,labdien_0077.npz,75,75,1.0000,good
labdien,labdien_new,labdien_0078.avi,labdien_0078.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0079.avi,labdien_0079.npz,70,70,1.0000,good
labdien,labdien_new,labdien_0080.avi,labdien_0080.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0081.avi,labdien_0081.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0082.avi,labdien_0082.npz,76,76,1.0000,good
labdien,labdien_new,labdien_0083.avi,labdien_0083.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0084.avi,labdien_0084.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0085.avi,labdien_0085.npz,88,88,1.0000,good
labdien,labdien_new,labdien_0086.avi,labdien_0086.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0087.avi,labdien_0087.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0088.avi,labdien_0088.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0089.avi,labdien_0089.npz,90,90,1.0000,good
labdien,labdien_new,labdien_0090.avi,labdien_0090.npz,69,69,1.0000,good
labdien,labdien_new,labdien_0091.avi,labdien_0091.npz,66,66,1.0000,good
labdien,labdien_new,labdien_0092.avi,labdien_0092.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0093.avi,labdien_0093.npz,84,84,1.0000,good
labdien,labdien_new,labdien_0094.avi,labdien_0094.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0095.avi,labdien_0095.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0096.avi,labdien_0096.npz,76,76,1.0000,good
labdien,labdien_new,labdien_0097.avi,labdien_0097.npz,85,85,1.0000,good
labdien,labdien_new,labdien_0098.avi,labdien_0098.npz,84,84,1.0000,good
labdien,labdien_new,labdien_0099.avi,labdien_0099.npz,88,88,1.0000,good
labdien,labdien_new,labdien_0100.avi,labdien_0100.npz,93,93,1.0000,good
labdien,labdien_new,labdien_0101.avi,labdien_0101.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0102.avi,labdien_0102.npz,86,86,1.0000,good
labdien,labdien_new,labdien_0103.avi,labdien_0103.npz,80,80,1.0000,good
labdien,labdien_new,labdien_0104.avi,labdien_0104.npz,81,81,1.0000,good
labdien,labdien_new,labdien_0105.avi,labdien_0105.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0106.avi,labdien_0106.npz,73,73,1.0000,good
labdien,labdien_new,labdien_0107.avi,labdien_0107.npz,71,71,1.0000,good
labdien,labdien_new,labdien_0108.avi,labdien_0108.npz,72,72,1.0000,good
labdien,labdien_new,labdien_0109.avi,labdien_0109.npz,84,84,1.0000,good
labdien,labdien_new,labdien_0110.avi,labdien_0110.npz,83,83,1.0000,good
labdien,labdien_new,labdien_0111.avi,labdien_0111.npz,79,79,1.0000,good
labdien,labdien_new,labdien_0112.avi,labdien_0112.npz,77,77,1.0000,good
labdien,labdien_new,labdien_0113.avi,labdien_0113.npz,74,74,1.0000,good
labdien,labdien_new,labdien_0114.avi,labdien_0114.npz,76,76,1.0000,good
labdien,labdien_new,labdien_0115.avi,labdien_0115.npz,82,82,1.0000,good
labdien,labdien_new,labdien_0116.avi,labdien_0116.npz,94,94,1.0000,good
labdien,labdien_new,labdien_0117.avi,labdien_0117.npz,92,92,1.0000,good
labdien,labdien_new,labdien_0118.avi,labdien_0118.npz,95,95,1.0000,good
labdien,labdien_new,labdien_0119.avi,labdien_0119.npz,86,86,1.0000,good
labdien,labdien_new,labdien_0120.avi,labdien_0120.npz,95,95,1.0000,good
ata,ata_new,ata_0001.avi,ata_0001.npz,73,73,1.0000,good
ata,ata_new,ata_0002.avi,ata_0002.npz,75,75,1.0000,good
ata,ata_new,ata_0003.avi,ata_0003.npz,72,72,1.0000,good
ata,ata_new,ata_0004.avi,ata_0004.npz,74,74,1.0000,good
ata,ata_new,ata_0005.avi,ata_0005.npz,71,71,1.0000,good
ata,ata_new,ata_0006.avi,ata_0006.npz,74,74,1.0000,good
ata,ata_new,ata_0007.avi,ata_0007.npz,72,72,1.0000,good
ata,ata_new,ata_0008.avi,ata_0008.npz,86,86,1.0000,good
ata,ata_new,ata_0009.avi,ata_0009.npz,83,83,1.0000,good
ata,ata_new,ata_0010.avi,ata_0010.npz,72,72,1.0000,good
ata,ata_new,ata_0011.avi,ata_0011.npz,59,59,1.0000,good
ata,ata_new,ata_0012.avi,ata_0012.npz,84,84,1.0000,good
ata,ata_new,ata_0013.avi,ata_0013.npz,85,85,1.0000,good
ata,ata_new,ata_0014.avi,ata_0014.npz,75,75,1.0000,good
ata,ata_new,ata_0015.avi,ata_0015.npz,95,95,1.0000,good
ata,ata_new,ata_0016.avi,ata_0016.npz,87,87,1.0000,good
ata,ata_new,ata_0017.avi,ata_0017.npz,74,74,1.0000,good
ata,ata_new,ata_0018.avi,ata_0018.npz,75,75,1.0000,good
ata,ata_new,ata_0019.avi,ata_0019.npz,74,74,1.0000,good
ata,ata_new,ata_0020.avi,ata_0020.npz,88,88,1.0000,good
ata,ata_new,ata_0021.avi,ata_0021.npz,82,82,1.0000,good
ata,ata_new,ata_0022.avi,ata_0022.npz,70,70,1.0000,good
ata,ata_new,ata_0023.avi,ata_0023.npz,75,75,1.0000,good
ata,ata_new,ata_0024.avi,ata_0024.npz,70,70,1.0000,good
ata,ata_new,ata_0025.avi,ata_0025.npz,66,66,1.0000,good
ata,ata_new,ata_0026.avi,ata_0026.npz,74,74,1.0000,good
ata,ata_new,ata_0027.avi,ata_0027.npz,75,75,1.0000,good
ata,ata_new,ata_0028.avi,ata_0028.npz,76,76,1.0000,good
ata,ata_new,ata_0029.avi,ata_0029.npz,66,66,1.0000,good
ata,ata_new,ata_0030.avi,ata_0030.npz,61,61,1.0000,good
ata,ata_new,ata_0031.avi,ata_0031.npz,71,71,1.0000,good
ata,ata_new,ata_0032.avi,ata_0032.npz,57,57,1.0000,good
ata,ata_new,ata_0033.avi,ata_0033.npz,77,77,1.0000,good
ata,ata_new,ata_0034.avi,ata_0034.npz,72,72,1.0000,good
ata,ata_new,ata_0035.avi,ata_0035.npz,70,70,1.0000,good
ata,ata_new,ata_0036.avi,ata_0036.npz,77,77,1.0000,good
ata,ata_new,ata_0037.avi,ata_0037.npz,82,82,1.0000,good
ata,ata_new,ata_0038.avi,ata_0038.npz,78,78,1.0000,good
ata,ata_new,ata_0039.avi,ata_0039.npz,60,60,1.0000,good
ata,ata_new,ata_0040.avi,ata_0040.npz,67,67,1.0000,good
ata,ata_new,ata_0041.avi,ata_0041.npz,75,75,1.0000,good
ata,ata_new,ata_0042.avi,ata_0042.npz,68,68,1.0000,good
ata,ata_new,ata_0043.avi,ata_0043.npz,73,73,1.0000,good
ata,ata_new,ata_0044.avi,ata_0044.npz,75,75,1.0000,good
ata,ata_new,ata_0045.avi,ata_0045.npz,57,57,1.0000,good
ata,ata_new,ata_0046.avi,ata_0046.npz,63,63,1.0000,good
ata,ata_new,ata_0047.avi,ata_0047.npz,68,68,1.0000,good
ata,ata_new,ata_0048.avi,ata_0048.npz,71,71,1.0000,good
ata,ata_new,ata_0049.avi,ata_0049.npz,69,69,1.0000,good
ata,ata_new,ata_0050.avi,ata_0050.npz,60,60,1.0000,good
ata,ata_new,ata_0051.avi,ata_0051.npz,62,62,1.0000,good
ata,ata_new,ata_0052.avi,ata_0052.npz,56,56,1.0000,good
ata,ata_new,ata_0053.avi,ata_0053.npz,61,61,1.0000,good
ata,ata_new,ata_0054.avi,ata_0054.npz,58,58,1.0000,good
ata,ata_new,ata_0055.avi,ata_0055.npz,54,54,1.0000,good
ata,ata_new,ata_0056.avi,ata_0056.npz,50,50,1.0000,good
ata,ata_new,ata_0057.avi,ata_0057.npz,59,59,1.0000,good
ata,ata_new,ata_0058.avi,ata_0058.npz,52,52,1.0000,good
ata,ata_new,ata_0059.avi,ata_0059.npz,61,61,1.0000,good
ata,ata_new,ata_0060.avi,ata_0060.npz,50,50,1.0000,good
ata,ata_new,ata_0061.avi,ata_0061.npz,60,60,1.0000,good
ata,ata_new,ata_0062.avi,ata_0062.npz,60,60,1.0000,good
ata,ata_new,ata_0063.avi,ata_0063.npz,50,50,1.0000,good
ata,ata_new,ata_0064.avi,ata_0064.npz,55,55,1.0000,good
ata,ata_new,ata_0065.avi,ata_0065.npz,51,51,1.0000,good
ata,ata_new,ata_0066.avi,ata_0066.npz,60,60,1.0000,good
ata,ata_new,ata_0067.avi,ata_0067.npz,57,57,1.0000,good
ata,ata_new,ata_0068.avi,ata_0068.npz,59,59,1.0000,good
ata,ata_new,ata_0069.avi,ata_0069.npz,44,44,1.0000,good
ata,ata_new,ata_0070.avi,ata_0070.npz,49,49,1.0000,good
ata,ata_new,ata_0071.avi,ata_0071.npz,50,50,1.0000,good
ata,ata_new,ata_0072.avi,ata_0072.npz,53,53,1.0000,good
ata,ata_new,ata_0073.avi,ata_0073.npz,57,57,1.0000,good
ata,ata_new,ata_0074.avi,ata_0074.npz,51,51,1.0000,good
ata,ata_new,ata_0075.avi,ata_0075.npz,56,56,1.0000,good
ata,ata_new,ata_0076.avi,ata_0076.npz,54,54,1.0000,good
ata,ata_new,ata_0077.avi,ata_0077.npz,54,54,1.0000,good
ata,ata_new,ata_0078.avi,ata_0078.npz,46,46,1.0000,good
ata,ata_new,ata_0079.avi,ata_0079.npz,49,49,1.0000,good
ata,ata_new,ata_0080.avi,ata_0080.npz,46,46,1.0000,good
ata,ata_new,ata_0081.avi,ata_0081.npz,60,60,1.0000,good
ata,ata_new,ata_0082.avi,ata_0082.npz,65,65,1.0000,good
ata,ata_new,ata_0083.avi,ata_0083.npz,66,66,1.0000,good
ata,ata_new,ata_0084.avi,ata_0084.npz,63,63,1.0000,good
ata,ata_new,ata_0085.avi,ata_0085.npz,65,65,1.0000,good
ata,ata_new,ata_0086.avi,ata_0086.npz,51,51,1.0000,good
ata,ata_new,ata_0087.avi,ata_0087.npz,62,62,1.0000,good
ata,ata_new,ata_0088.avi,ata_0088.npz,53,53,1.0000,good
ata,ata_new,ata_0089.avi,ata_0089.npz,45,45,1.0000,good
ata,ata_new,ata_0090.avi,ata_0090.npz,48,48,1.0000,good
ata,ata_new,ata_0091.avi,ata_0091.npz,60,60,1.0000,good
ata,ata_new,ata_0092.avi,ata_0092.npz,61,61,1.0000,good
ata,ata_new,ata_0093.avi,ata_0093.npz,69,69,1.0000,good
ata,ata_new,ata_0094.avi,ata_0094.npz,84,84,1.0000,good
ata,ata_new,ata_0095.avi,ata_0095.npz,70,70,1.0000,good
ata,ata_new,ata_0096.avi,ata_0096.npz,68,68,1.0000,good
ata,ata_new,ata_0097.avi,ata_0097.npz,70,70,1.0000,good
ata,ata_new,ata_0098.avi,ata_0098.npz,55,55,1.0000,good
ata,ata_new,ata_0099.avi,ata_0099.npz,55,55,1.0000,good
ata,ata_new,ata_0100.avi,ata_0100.npz,46,46,1.0000,good
ata,ata_new,ata_0101.avi,ata_0101.npz,62,62,1.0000,good
ata,ata_new,ata_0102.avi,ata_0102.npz,58,58,1.0000,good
ata,ata_new,ata_0103.avi,ata_0103.npz,55,55,1.0000,good
ata,ata_new,ata_0104.avi,ata_0104.npz,50,50,1.0000,good
ata,ata_new,ata_0105.avi,ata_0105.npz,56,56,1.0000,good
ata,ata_new,ata_0106.avi,ata_0106.npz,53,53,1.0000,good
ata,ata_new,ata_0107.avi,ata_0107.npz,52,52,1.0000,good
ata,ata_new,ata_0108.avi,ata_0108.npz,53,53,1.0000,good
ata,ata_new,ata_0109.avi,ata_0109.npz,53,53,1.0000,good
ata,ata_new,ata_0110.avi,ata_0110.npz,50,50,1.0000,good
ata,ata_new,ata_0111.avi,ata_0111.npz,50,50,1.0000,good
ata,ata_new,ata_0112.avi,ata_0112.npz,46,46,1.0000,good
ata,ata_new,ata_0113.avi,ata_0113.npz,56,56,1.0000,good
ata,ata_new,ata_0114.avi,ata_0114.npz,56,56,1.0000,good
ata,ata_new,ata_0115.avi,ata_0115.npz,52,52,1.0000,good
ata,ata_new,ata_0116.avi,ata_0116.npz,51,51,1.0000,good
ata,ata_new,ata_0117.avi,ata_0117.npz,69,69,1.0000,good
ata,ata_new,ata_0118.avi,ata_0118.npz,60,60,1.0000,good
ata,ata_new,ata_0119.avi,ata_0119.npz,60,60,1.0000,good
ata,ata_new,ata_0120.avi,ata_0120.npz,66,66,1.0000,good
ok,ok,ok_0001.avi,ok_0001.npz,121,121,1.0000,good
ok,ok,ok_0002.avi,ok_0002.npz,121,121,1.0000,good
ok,ok,ok_0003.avi,ok_0003.npz,121,121,1.0000,good
ok,ok,ok_0004.avi,ok_0004.npz,121,121,1.0000,good
ok,ok,ok_0005.avi,ok_0005.npz,121,121,1.0000,good
ok,ok,ok_0006.avi,ok_0006.npz,121,121,1.0000,good
ok,ok,ok_0007.avi,ok_0007.npz,121,121,1.0000,good
ok,ok,ok_0008.avi,ok_0008.npz,121,121,1.0000,good
ok,ok,ok_0009.avi,ok_0009.npz,121,121,1.0000,good
ok,ok,ok_0010.avi,ok_0010.npz,121,121,1.0000,good
ok,ok,ok_0011.avi,ok_0011.npz,121,121,1.0000,good
ok,ok,ok_0012.avi,ok_0012.npz,121,121,1.0000,good
ok,ok,ok_0013.avi,ok_0013.npz,121,121,1.0000,good
ok,ok,ok_0014.avi,ok_0014.npz,121,121,1.0000,good
ok,ok,ok_0015.avi,ok_0015.npz,121,121,1.0000,good
ok,ok,ok_0016.avi,ok_0016.npz,121,121,1.0000,good
ok,ok,ok_0017.avi,ok_0017.npz,121,121,1.0000,good
ok,ok,ok_0018.avi,ok_0018.npz,121,121,1.0000,good
ok,ok,ok_0019.avi,ok_0019.npz,121,121,1.0000,good
ok,ok,ok_0020.avi,ok_0020.npz,121,121,1.0000,good
ok,ok,ok_0021.avi,ok_0021.npz,121,121,1.0000,good
ok,ok,ok_0022.avi,ok_0022.npz,121,121,1.0000,good
ok,ok,ok_0023.avi,ok_0023.npz,121,121,1.0000,good
ok,ok,ok_0024.avi,ok_0024.npz,121,121,1.0000,good
ok,ok,ok_0025.avi,ok_0025.npz,121,121,1.0000,good
ok,ok,ok_0026.avi,ok_0026.npz,121,121,1.0000,good
ok,ok,ok_0027.avi,ok_0027.npz,121,121,1.0000,good
ok,ok,ok_0028.avi,ok_0028.npz,121,121,1.0000,good
ok,ok,ok_0029.avi,ok_0029.npz,121,121,1.0000,good
ok,ok,ok_0030.avi,ok_0030.npz,121,121,1.0000,good
ok,ok,ok_0031.avi,ok_0031.npz,121,121,1.0000,good
ok,ok,ok_0032.avi,ok_0032.npz,121,121,1.0000,good
ok,ok,ok_0033.avi,ok_0033.npz,121,121,1.0000,good
